,Title,Date,Authors,Summary,Keywords,Text,Url
103,Opinion | Barack Obama: Guns Are Our Shared Responsibility,2016-01-08,['Barack Obama'],"THE epidemic of gun violence in our country is a crisis.
It’s clear that common-sense gun reform won’t happen during this Congress.
They include making sure that anybody engaged in the business of selling firearms conducts background checks, expanding access to mental health treatment and improving gun safety technology.
I will not campaign for, vote for or support any candidate, even in my own party, who does not support common-sense gun reform.
And if the 90 percent of Americans who do support common-sense gun reforms join me, we will elect the leadership we deserve.","['responsibility', 'gun', 'steps', 'americans', 'safety', 'barack', 'obama', 'wont', 'save', 'reform', 'shared', 'violence', 'guns', 'commonsense', 'support', 'opinion']","THE epidemic of gun violence in our country is a crisis. Gun deaths and injuries constitute one of the greatest threats to public health and to the safety of the American people. Every year, more than 30,000 Americans have their lives cut short by guns. Suicides. Domestic violence. Gang shootouts. Accidents. Hundreds of thousands of Americans have lost brothers and sisters, or buried their own children. We’re the only advanced nation on earth that sees this kind of mass violence with this frequency.

A national crisis like this demands a national response. Reducing gun violence will be hard. It’s clear that common-sense gun reform won’t happen during this Congress. It won’t happen during my presidency. Still, there are steps we can take now to save lives. And all of us — at every level of government, in the private sector and as citizens — have to do our part.

We all have a responsibility.

On Tuesday, I announced new steps I am taking within my legal authority to protect the American people and keep guns out of the hands of criminals and dangerous people. They include making sure that anybody engaged in the business of selling firearms conducts background checks, expanding access to mental health treatment and improving gun safety technology. These actions won’t prevent every act of violence, or save every life — but if even one life is spared, they will be well worth the effort.

Even as I continue to take every action possible as president, I will also take every action I can as a citizen. I will not campaign for, vote for or support any candidate, even in my own party, who does not support common-sense gun reform. And if the 90 percent of Americans who do support common-sense gun reforms join me, we will elect the leadership we deserve.",https://www.nytimes.com/2016/01/08/opinion/president-barack-obama-guns-are-our-shared-responsibility.html
104,"Review: In ‘Angel’s Bone,’ Terrified Seraphim at the Mercy of Mortals",2016-01-08,['Corinna Da Fonseca-Wollheim'],"Most disturbing of all, perhaps, Ms. Du and her brilliant librettist, Royce Vavrek, refuse to moralize.
Their tale of two angels who crash-land in a suburban backyard and come to be maimed, exploited and brutally violated by hitherto unremarkable residents is presented as a parable without take-away lessons.
X.E., who are struggling financially until the two angels tumble into their yard.
: “We need this,” she tells her husband, and urges him to prune their wings and keep them captive.
X.E., who compares herself to the Virgin Mary at the Annunciation even as she conducts business deals with prospective clients.","['mrs', 'xe', 'work', 'mortals', 'du', 'mercy', 'yuns', 'terrified', 'review', 'angels', 'husband', 'seraphim', 'violence', 'yard', 'come', 'bone']","Smaller, louder and unmistakably of the moment: That seems to be the punchy vision of opera that drives the Prototype Festival, which opened its fourth season on Wednesday with Du Yun’s audacious and searing “Angel’s Bone.” It’s an appallingly good work when you consider that it takes on the subject of child trafficking and mixes in elements of magic realism and a musical cocktail of Renaissance polyphony, electronica, Modernism, punk rock and cabaret.

Audience members arriving at the 3LD Art & Technology Center in Lower Manhattan were warned of strobe lighting effects, but it was the scenes of graphic violence that made some want to avert their eyes. Most disturbing of all, perhaps, Ms. Du and her brilliant librettist, Royce Vavrek, refuse to moralize. Their tale of two angels who crash-land in a suburban backyard and come to be maimed, exploited and brutally violated by hitherto unremarkable residents is presented as a parable without take-away lessons.

The story unfolds in the home of Mr. and Mrs. X.E., who are struggling financially until the two angels tumble into their yard. Something lights up in Mrs. X.E.: “We need this,” she tells her husband, and urges him to prune their wings and keep them captive. The angels’ feathers have intoxicating powers and draw the curiosity and envy of the neighbors, who soon come to pay for time spent with the “innocent creatures.”

The cast (all amplified) was led by the incisive soprano Abigail Fischer as Mrs. X.E., who compares herself to the Virgin Mary at the Annunciation even as she conducts business deals with prospective clients. As her husband, the baritone Kyle Pfortmiller was powerfully effective, capable of glib smoothness in the cabaret-style number “They Will Love You” and of summoning terrifying pathos in a climactic scene in which he falls victim to the violence he has wielded.",https://www.nytimes.com/2016/01/08/arts/music/review-in-angels-bone-terrified-seraphim-at-the-mercy-of-mortals.html
105,Obama Pleads for Stricter Gun Laws and Faces Tough Questioning,2016-01-08,['Michael D. Shear'],"WASHINGTON — In an intense but civil town-hall-style event broadcast live on television, gun rights activists repeatedly pressed President Obama on Thursday night to justify his gun control efforts, putting him on the defensive over an issue that has divided the nation’s capital and the presidential campaign trail.
The blunt exchanges came on the same day that Mr. Obama pledged in an Op-Ed article published by The New York Times that he would not “campaign for, vote for or support” any candidates, including Democrats, who do not support “common-sense” gun control measures.
Taken together, the twin public-relations efforts reflect the president’s desire to demonstrate for his supporters a commitment to gun control even as he seeks to reassure gun owners that he has no intention of confiscating their weapons.
In the article, Mr. Obama urged Americans who agree with him on gun control measures to join him in pushing to elect new lawmakers in Congress.","['campaign', 'york', 'mr', 'faces', 'gun', 'questioning', 'article', 'pleads', 'obama', 'efforts', 'laws', 'control', 'tough', 'stricter', 'support', 'weaponsin']","WASHINGTON — In an intense but civil town-hall-style event broadcast live on television, gun rights activists repeatedly pressed President Obama on Thursday night to justify his gun control efforts, putting him on the defensive over an issue that has divided the nation’s capital and the presidential campaign trail.

The blunt exchanges came on the same day that Mr. Obama pledged in an Op-Ed article published by The New York Times that he would not “campaign for, vote for or support” any candidates, including Democrats, who do not support “common-sense” gun control measures.

Taken together, the twin public-relations efforts reflect the president’s desire to demonstrate for his supporters a commitment to gun control even as he seeks to reassure gun owners that he has no intention of confiscating their weapons.

In the article, Mr. Obama urged Americans who agree with him on gun control measures to join him in pushing to elect new lawmakers in Congress.",https://www.nytimes.com/2016/01/08/us/politics/obama-gun-control-town-hall-cnn.html
106,Review: ‘Germinal’ Sheds a Light on Creativity and All Creation,2016-01-08,['Ben Brantley'],"That’s the classic way to begin things, right?
Brightness stumbles, beckons and retreats, materializing in phantasmal pools and slivers that evaporate almost as soon as we’ve seen them.
There seem to be one or two people on the stage before us, or did we just imagine that?
As for the stage itself, its contours keep shifting until finally stabilizing into the comfortingly traditional black box where plays happen.
The light is at last settled enough that we can identify the landscape and its inhabitants.","['stage', 'work', 'traditional', 'things', 'way', 'sheds', 'creativity', 'toddlers', 'void', 'toy', 'review', 'germinal', 'weve', 'light', 'creation']","Let there be light, for starters. That’s the classic way to begin things, right?

And so light there is in the first, teasing moments of “Germinal,” a delightful work out of France and Belgium that opened on Wednesday night at the Public Theater as one of the inaugural productions of this year’s Under the Radar Festival of experimental performance. But don’t expect an instant flood of illumination.

Light arrives, instead, in fitful bursts out of the great dark void in which the audience initially finds itself in this more than clever production, conceived and directed by Halory Goerger and Antoine Defoort. Brightness stumbles, beckons and retreats, materializing in phantasmal pools and slivers that evaporate almost as soon as we’ve seen them.

Our eyes take in what information they can during these instants. There seem to be one or two people on the stage before us, or did we just imagine that? As for the stage itself, its contours keep shifting until finally stabilizing into the comfortingly traditional black box where plays happen.

Now it appears there are not two people but four, and it is they who would seem to be controlling the light, with portable panels at which they play, suggesting toddlers at toy pianos. They aren’t very good yet at their jobs, but they’re getting better. The light is at last settled enough that we can identify the landscape and its inhabitants.",https://www.nytimes.com/2016/01/08/theater/review-germinal-sheds-a-light-on-creativity-and-all-creation.html
107,Museum & Gallery Listings for Jan. 8-14,2016-01-08,[],"212-708-9400, moma.org.
212-708-9400, moma.org.
212-708-9400, moma.org.
212-708-9400, moma.org.
212-708-9400, moma.org.","['jan', 'modern', 'art', 'momaorg', 'museum', '2127089400', 'listings', 'gallery', 'house', '814', 'image', 'artists', 'series', 'south']","Museum of Arts and Design: ‘Wendell Castle Remastered’ (through Feb. 28) This eminent woodworker became noted in the 1960s for carving chic, curvy furniture out of blocks of laminated wood. In the past four years he has revived that method with the assistance of digital and robotic technologies that enable him to make bigger and more adventurous works. This engaging show focuses on pieces from those two periods. “Suspended Disbelief,” made this year, has an irregularly oval, glossy black table top extending horizontally and without legs some 10 feet in the air from a trio of tall conical forms resembling the tips of monstrous tendrils. It’s spectacular. 2 Columbus Circle, Manhattan, 212-299-7777, madmuseum.org. (Johnson)

Museum of Modern Art: ‘Endless House: Intersections of Art and Architecture’ (through March 6) This scattered but enjoyable exhibition, drawn from the museum’s art collection as much as its design holdings, focuses on the single-family home as a place of experimentation and regeneration; of conflict as well as dreams. Its highlight is a series of drawings and photographs by Frederick Kiesler, the Austrian-American polymath whose Endless House — never completed — fused fine art, architecture, furniture and lighting design into a bulbous, unstable whole. Several artists here echo Kiesler’s theme of the house as a reflection of the psychology of its inhabitants. None is more powerful than Rachel Whiteread’s sober image, made with white correction fluid, of a dwelling in East London: a preparatory drawing for a now lost sculpture crafted by filling the house with liquid concrete. 212-708-9400, moma.org. (Jason Farago)

★ Museum of Modern Art: ‘Jackson Pollock: A Collection Survey, 1934-1954’ (through May 1) The first exhibition devoted to the Modern’s unsurpassed Pollock holding gives a dazzling account of the evolution of his signature poured paintings. Its 58 works on canvas and paper also attest to the Modern’s laserlike focus on accounting fully for the achievements of artists it deems great. 212-708-9400, moma.org. (Smith)

★ Museum of Modern Art: ‘Joaquín Torres-García: The Arcadian Modern’ (through Feb. 15) Few artists can claim to have captured a revolution in thinking in a single image, but Joaquín Torres-García did. In 1934, Torres-Garcia (1874-1949) took a hard-won knowledge of European modernism from Paris back to his birthplace of Uruguay. He gave the transplanted movement a name — “The School of the South” — and designed for it a now-famous logo: the silhouette of the South American continent turned upside down and placed above the Tropic of Cancer, where North America was on conventional maps. And he explained the meaning: The South, as a font of creative energy, was the new North, or at least its equal. The image, and the spirit that produced it, can be found in MoMA’s career survey, the artist’s first major United States retrospective in four decades. 212-708-9400, moma.org. (Cotter)

Museum of Modern Art: ‘Ocean of Images: New Photography 2015’ (through March 20) To celebrate the 30th anniversary of its longstanding “New Photography” series, and perhaps to soften the news that the series will now change from annual to biennial, MoMA presents the largest and most cosmopolitan edition yet, with 19 artists and collectives, from 14 countries. The title refers to the infinite image blank called the Internet, and borrowed and manipulated images. So built-in delays in accessibility. Almost wherever you look you need to look twice, and consult a label, to fully understand what you’re seeing. The extra effort feels more fruitful in some cases than in others, with work by Yuki Kimura, Basim Magdy, Indre Serpytyte and Lieko Shiga particular worth lingering over. 212-708-9400, moma.org. (Cotter)

★ Museum of Modern Art: ‘Picasso Sculpture’ (through Feb. 7) Nearly a work of art in its own right, this magnificent show redefines Picasso’s achievement with the first full view here in 50 years of his astoundingly varied forays into sculpture. His materials, not his female loves, become the muses, and are different each time out. The basic plotline: After introducing sculptural abstraction and space, he spent about 50 years counting the ways that the figure was far from finished. 212-708-9400, moma.org. (Smith)",https://www.nytimes.com/2016/01/08/arts/design/museum-amp-gallery-listings-for-jan-8-14.html
108,Daily Report: Samsung Continues Looking for the Big Bump,2016-01-08,['Joseph Plambeck'],"PhotoSamsung has been looking for ways to prod growth for many quarters now.
On Thursday, the company said its operating profit increased about 15 percent, far less than the almost 80 percent during the third quarter..
The numbers are preliminary; Samsung will post its final earnings later this month.
But they make clear that the company’s emphasis on memory chips wasn’t enough.
As Paul Mozur reports, Samsung’s announcement showed that the company is “vulnerable to the global weakness in demand for electronics, despite dominating the crucial memory-chip and display markets.”","['continues', 'wasnt', 'samsung', 'company', 'quarters', 'bump', 'looking', 'daily', 'showed', 'reports', 'report', 'vulnerable', 'weakness', 'samsungs', 'big', 'ways']","Photo

Samsung has been looking for ways to prod growth for many quarters now. It is still looking.

On Thursday, the company said its operating profit increased about 15 percent, far less than the almost 80 percent during the third quarter.. The numbers are preliminary; Samsung will post its final earnings later this month. But they make clear that the company’s emphasis on memory chips wasn’t enough. As Paul Mozur reports, Samsung’s announcement showed that the company is “vulnerable to the global weakness in demand for electronics, despite dominating the crucial memory-chip and display markets.”",https://bits.blogs.nytimes.com/2016/01/08/daily-report-samsung-continues-looking-for-the-big-bump/
109,Obama Shifts Online Strategy on ISIS,2016-01-09,"['Gardiner Harris', 'Cecilia Kang']","WASHINGTON — The Obama administration on Friday announced an overhaul of its efforts to respond to online propaganda from the Islamic State after months of acknowledgments that it had largely failed in its attempts to counter extremist recruitment and exhortations to violence on social media.
The administration has emphasized that it needs the assistance of some of the nation’s biggest technology companies, and a group of top White House and national security officials flew to California on Friday to plead their case with executives.
In a reflection of just how urgent the White House considers the efforts, the discussions involved officials like Denis R. McDonough, the White House chief of staff; Attorney General Loretta E. Lynch; James R. Clapper Jr., the director of national intelligence; James B. Comey, the F.B.I.
director; and Lisa Monaco, the president’s counterterrorism adviser.
They met with Timothy D. Cook, Apple’s chief executive, as well as top executives from Facebook, Twitter and Google.","['recruitment', 'james', 'online', 'isis', 'director', 'technology', 'national', 'white', 'house', 'obama', 'shifts', 'efforts', 'officials', 'strategy', 'r']","WASHINGTON — The Obama administration on Friday announced an overhaul of its efforts to respond to online propaganda from the Islamic State after months of acknowledgments that it had largely failed in its attempts to counter extremist recruitment and exhortations to violence on social media.

The administration has emphasized that it needs the assistance of some of the nation’s biggest technology companies, and a group of top White House and national security officials flew to California on Friday to plead their case with executives.

In a reflection of just how urgent the White House considers the efforts, the discussions involved officials like Denis R. McDonough, the White House chief of staff; Attorney General Loretta E. Lynch; James R. Clapper Jr., the director of national intelligence; James B. Comey, the F.B.I. director; and Lisa Monaco, the president’s counterterrorism adviser. They met with Timothy D. Cook, Apple’s chief executive, as well as top executives from Facebook, Twitter and Google.

“Given the way the technology works these days, there surely are ways that we can disrupt paths to radicalization, to identify recruitment patterns and to provide metrics that allow us to measure the success of our counter-radicalization efforts,” Josh Earnest, the White House press secretary, said before the meeting began in California.",https://www.nytimes.com/2016/01/09/world/middleeast/white-house-officials-to-meet-with-tech-leaders-on-thwarting-terrorists.html
110,"Law Firms Risking Obsolescence, Report Says",2016-01-09,['Elizabeth Olson'],"As the legal industry faces sluggish demand for services, weakened pricing power and falling productivity, a new report is warning that the country’s law firms are failing to make “bold, proactive changes.”The report, compiled annually by the Center for the Study of the Legal Profession at the Georgetown University Law Center, said that firms needed to overcome resistance to change and even shake up the partnership structure if they are to thrive.
Comparing the situation to the Eastman Kodak Company’s refusal to face major changes in the photography industry, the report found that the legal industry was ignoring recent transformations in its marketplace, at its peril.
“Kodak essentially chose to ignore the fundamental shift in its market – until it was too late,” noted the 2016 Report on the State of the Legal Market, which described how Kodak failed to adapt to the rise of digital photography despite its early innovations in the technology.
That should be an “important cautionary tale” for the legal industry, the report said.
“What once was a seller’s market has now clearly become a buyer’s market, and the ramifications of that change are significant.”","['risking', 'kodak', 'industry', 'law', 'photography', 'change', 'obsolescence', 'firms', 'report', 'legal', 'market', 'center']","As the legal industry faces sluggish demand for services, weakened pricing power and falling productivity, a new report is warning that the country’s law firms are failing to make “bold, proactive changes.”

The report, compiled annually by the Center for the Study of the Legal Profession at the Georgetown University Law Center, said that firms needed to overcome resistance to change and even shake up the partnership structure if they are to thrive. Comparing the situation to the Eastman Kodak Company’s refusal to face major changes in the photography industry, the report found that the legal industry was ignoring recent transformations in its marketplace, at its peril.

“Kodak essentially chose to ignore the fundamental shift in its market – until it was too late,” noted the 2016 Report on the State of the Legal Market, which described how Kodak failed to adapt to the rise of digital photography despite its early innovations in the technology.

That should be an “important cautionary tale” for the legal industry, the report said. “What once was a seller’s market has now clearly become a buyer’s market, and the ramifications of that change are significant.”",https://www.nytimes.com/2016/01/09/business/dealbook/law-firms-risking-obsolescence-report-says.html
111,Historian Group Rejects a Resolution Condemning Israel,2016-01-09,['Jennifer Schuessler'],"The resolution, which was debated at the business meeting of the group’s annual convention, was rejected by a strong margin, with 51 voting for the resolution and 111 voting against.
The measure had been submitted by the group Historians Against the War, after two similar measures failed to gain support last year.
“The American Historical Association has just spent a serious amount of time discussing the Israeli government’s violation of Palestinians’ right to education,” Mr. Gosse said.
“I don’t see how we as educators could possibly oppose a resolution supporting Palestinians’ right to academic freedom,” she said.
The conflict between Israel and the Palestinians “has been dividing thoughtful people of good will for as long as I’ve been alive,” she said.","['israel', 'palestinians', 'historian', 'rejects', 'historians', 'association', 'historical', 'american', 'organization', 'condemning', 'groups', 'group', 'resolution', 'professor']","ATLANTA — The movement among some scholars to condemn Israel suffered a setback on Saturday, when members of the American Historical Association, the nation’s largest organization for professional historians, rejected a resolution condemning what was characterized as Israel’s interference with the right to education for Palestinians in the West Bank and Gaza.

The resolution, which was debated at the business meeting of the group’s annual convention, was rejected by a strong margin, with 51 voting for the resolution and 111 voting against. The measure had been submitted by the group Historians Against the War, after two similar measures failed to gain support last year.

The progress of the broader Boycott, Divestment and Sanctions movement, known as BDS, among academic organizations has been steady, if mixed, since the American Studies Association voted in 2013 to boycott Israeli universities, causing a furor here and in Israel.

More than a half-dozen American scholarly groups have passed resolutions condemning Israel, including the American Anthropological Association, which endorsed a boycott resolution in November (it will now be submitted to the full membership), and the National Women’s Studies Association, whose membership approved a boycott in December.

While the historical association’s more limited measure was defeated, Van E. Gosse, an associate professor at Franklin and Marshall College and a member of Historians Against the War, called the outcome “a complete moral victory,” and hardly the end of the campaign.

“The American Historical Association has just spent a serious amount of time discussing the Israeli government’s violation of Palestinians’ right to education,” Mr. Gosse said. “This debate is not going away.”

The resolution prompted hot argument even before the convention, with supporters and opponents publishing dueling advertisements and other statements debating both its appropriateness and factual claims, as well as the measure’s singular focus on Israel. The four-day convention also featured several scholarly panels devoted to the issue organized by Vicki L. Ruiz, the group’s outgoing president and a professor at University of California, Irvine, aimed at putting the issue in historical context.

Discussion at the business meeting was contentious but civil. In an opening statement on behalf of Historians Against the War, Margaret Power, a professor at the Illinois Institute of Technology in Chicago, said that the resolution fell squarely into the group’s mission.

“I don’t see how we as educators could possibly oppose a resolution supporting Palestinians’ right to academic freedom,” she said.

But in the opening statement on behalf of Alliance for Academic Freedom, a group that submitted a formal objection to the resolution, Sharon Ann Musher, an associate professor at Stockton University in New Jersey, said that the resolution rested on “dubious claims” and that passage would tarnish the reputation of the association.

The conflict between Israel and the Palestinians “has been dividing thoughtful people of good will for as long as I’ve been alive,” she said. She added: “The A.H.A. should not be turned into a vehicle for one group’s Middle East agenda.”

After the vote, James Grossman, the group’s executive director, said he did not think the debate had damaged the group. The discussion “exemplified the way scholars ought to talk about historical issues” he said.

But David Hollinger, a historian at the University of California, Berkeley, said he wished less attention had been paid to “the goodness or badness of Israel” than to defining what he called “the very high threshold” for the association taking a stand on contentious political matters.

One young scholar in support of the resolution, Mr. Hollinger noted, had said he wanted the association to stand up and say what kind of group it was, “progressive or conservative.”

“I’m glad this is an organization that does not define itself by how progressive it is,” Mr. Hollinger said. “The A.H.A. isn’t a progressive organization or a conservative organization. It’s a professional organization.”",https://artsbeat.blogs.nytimes.com/2016/01/09/historian-group-rejects-a-resolution-condemning-israel/
112,Relocating Old iPhoto Events in Photos for OS X,2016-01-09,['J. D. Biersdorfer'],"When I migrated from iPhoto to Photos for OS X on my Mac, all of my iPhoto Events were converted into albums and buried in a parent folder called iPhoto Events.
A. Apple’s upgrade last year from its older iPhoto program to Photos for OS X made a number of changes to the way pictures were organized on the Mac.
In addition to iPhoto Events’ becoming albums within the iPhoto Events folder, certain types of iPhoto Smart Albums may be missing or look different.
The main part of the window now displays all the groups in the iPhoto Events folder.
From there, you can click and drag the thumbnails for separate events out of the iPhoto Events window and put them in the sidebar under Albums so that they show up with the rest of your collection.","['events', 'albums', 'rest', 'window', 'os', 'x', 'folder', 'way', 'sidebar', 'iphoto', 'photos', 'old', 'relocating']","Q. When I migrated from iPhoto to Photos for OS X on my Mac, all of my iPhoto Events were converted into albums and buried in a parent folder called iPhoto Events. This makes reaching them very time-consuming. Is there a way to move all these old events into the main Albums tab?

A. Apple’s upgrade last year from its older iPhoto program to Photos for OS X made a number of changes to the way pictures were organized on the Mac. In addition to iPhoto Events’ becoming albums within the iPhoto Events folder, certain types of iPhoto Smart Albums may be missing or look different. The Photos app also converts star ratings and flags into searchable keywords.

While certain changes from the iPhoto-to-Photos conversion cannot be reversed, you can at least dig out and move your old iPhoto Events groups from their new location and put them with the rest of your albums. One way to move just a few events (typically cataloged by date) out of the iPhoto Events folder is to start by clicking on that folder in the Photos sidebar; if you do not see the sidebar on the left side of the Photos window, go to the View menu and choose Show Sidebar.

The main part of the window now displays all the groups in the iPhoto Events folder. From there, you can click and drag the thumbnails for separate events out of the iPhoto Events window and put them in the sidebar under Albums so that they show up with the rest of your collection.",https://www.nytimes.com/2016/01/09/technology/personaltech/relocating-old-iphoto-events-in-photos-for-os-x.html
113,China Setting Up Fund for Its Electronics Industry,2016-01-09,['Paul Mozur'],"HONG KONG — A Chinese technology regulator said on Friday that it would cooperate with a bank to set up a $30 billion fund to support the country’s huge electronics supply chain.
The creation of the new fund underscores China’s ambitions to expand its tech capabilities and also signals how those ambitions are being threatened by slowing growth and recent market turmoil.
Official accounts of the fund did not make clear precisely how the money would be spent.
But given the recent weakness in Chinese manufacturing and lower-end electronics manufacturers, it may be intended as a form of stimulus to the tech industry.
The terminology used in media accounts signals China’s bold technology ambitions.","['electronics', 'industry', 'ambitions', 'media', 'setting', 'technology', 'tech', 'recent', 'signals', 'report', 'manufacturing', 'china', 'used', 'fund']","HONG KONG — A Chinese technology regulator said on Friday that it would cooperate with a bank to set up a $30 billion fund to support the country’s huge electronics supply chain.

The creation of the new fund underscores China’s ambitions to expand its tech capabilities and also signals how those ambitions are being threatened by slowing growth and recent market turmoil.

Official accounts of the fund did not make clear precisely how the money would be spent. But given the recent weakness in Chinese manufacturing and lower-end electronics manufacturers, it may be intended as a form of stimulus to the tech industry. The terminology used in media accounts signals China’s bold technology ambitions. Reports about the new fund said it would be used to build a “strong manufacturing country” and an “Internet power.”

A report in state-run media said the fund was created to address problems faced by small and medium enterprises that have come under pressure or folded recently because of a lack of funding. The report made reference to recent factory closures, specifically pointing out the closing in October of Fu Chang Electronic Technology, a supplier to the telecom equipment makers Huawei and ZTE.",https://www.nytimes.com/2016/01/09/technology/china-setting-up-fund-for-its-electronics-industry.html
114,VW Refuses to Give American States Documents in Emissions Inquiries,2016-01-09,"['Danny Hakim', 'Jack Ewing']","Citing German privacy laws, Volkswagen has refused to provide emails or other communications among its executives to attorneys general in the United States, impeding American investigations into the company’s emissions-cheating scandal, according to officials in several states.
The revelation signals a turning point in the now openly fractious relations between Volkswagen and American investigators, after claims by the Justice Department, in its own inquiry this week, that the company had “impeded and obstructed” regulators and provided “misleading information.”Significantly, investigators say, Volkswagen’s actions limit their ability to identify which employees knew about or sanctioned the deceptions.
Finding the people responsible for the cheating is important to the lawsuits: Penalties would be greater if the states and others pursuing Volkswagen in court could prove that top executives knew of or directed the activity.
“Our patience with Volkswagen is wearing thin,” New York’s attorney general, Eric T. Schneiderman, said.
“Volkswagen’s cooperation with the states’ investigation has been spotty — and frankly, more of the kind one expects from a company in denial than one seeking to leave behind a culture of admitted deception.”","['emissions', 'knew', 'yorks', 'volkswagens', 'company', 'executives', 'inquiries', 'american', 'general', 'documents', 'vw', 'investigators', 'refuses', 'volkswagen', 'states']","Citing German privacy laws, Volkswagen has refused to provide emails or other communications among its executives to attorneys general in the United States, impeding American investigations into the company’s emissions-cheating scandal, according to officials in several states.

The revelation signals a turning point in the now openly fractious relations between Volkswagen and American investigators, after claims by the Justice Department, in its own inquiry this week, that the company had “impeded and obstructed” regulators and provided “misleading information.”

Significantly, investigators say, Volkswagen’s actions limit their ability to identify which employees knew about or sanctioned the deceptions. Finding the people responsible for the cheating is important to the lawsuits: Penalties would be greater if the states and others pursuing Volkswagen in court could prove that top executives knew of or directed the activity.

“Our patience with Volkswagen is wearing thin,” New York’s attorney general, Eric T. Schneiderman, said. “Volkswagen’s cooperation with the states’ investigation has been spotty — and frankly, more of the kind one expects from a company in denial than one seeking to leave behind a culture of admitted deception.”",https://www.nytimes.com/2016/01/09/business/vw-refuses-to-give-us-states-documents-in-emissions-inquiries.html
115,A Tour of Animatronic Tails and a Potemkin Village at International CES,2016-01-09,"['Farhad Manjoo', 'Topics.Nytimes.Com Top Reference Timestopics People M Farhad_Manjoo Index.Html']","As usual, lot of strange stuff graced the floor of International CES, the consumer electronics trade show that took place in Las Vegas this week.
A lot of business gets done at CES, often away from the show floor, in the labyrinthine warrens of meeting rooms across the Las Vegas Strip.
In the space of two huge hotel ballrooms, Twitter had created a theme-park-like miniature city, a members-only Twitter town that was realistic enough to be used as a film set.
But the company did say it got a lot done in Twitter Town.
But if real business gets done there — if what happens in Vegas matters in the real world beyond — maybe CES isn’t so useless after all.","['twitter', 'las', 'twitters', 'real', 'ces', 'business', 'vegas', 'potemkin', 'tails', 'spotted', 'town', 'international', 'animatronic', 'village', 'tail', 'tour']","As usual, lot of strange stuff graced the floor of International CES, the consumer electronics trade show that took place in Las Vegas this week. There was a Roomba-like robot that cleans your grill — perfect for that post-labor future in which we’re all too lazy to spend 30 seconds running a brush across the barbecue. In another booth was a robot that roams around a tennis court picking up balls: Ballboys, you’ve just been disrupted.

Despite all the robots, CES was not all bad for humans. In the hall devoted to fitness gadgets were several men and women who’d been employed to walk, run, jump, pedal, lift weights or otherwise work out for extended periods of time, and to smile while doing it. It looked exhausting, but hey, at least it’s a job that no machine can do.

Strangest of all was something spotted by my friend (and podcast co-host) Jay Yarow, the executive editor of Business Insider. At one booth Jay met an entrepreneur who had created an animatronic tail for people to wear. Yes, a tail — long and furry, the appendage straps around your waist and gently sways up and down as you walk.

You may wonder, “Why would anyone want a tail?” To which I’ll counter, “Why would anyone not want a tail?” I’ll note that lots of people asked Bill Gates why anyone would want a P.C., too, and look who’s laughing now.

The oddities at CES show why journalists often complain that the show is a pointless ritual that produces few interesting stories about tech. But it’s also worth noting that to people with real jobs the show takes on a greater importance. A lot of business gets done at CES, often away from the show floor, in the labyrinthine warrens of meeting rooms across the Las Vegas Strip.

Photo

The point about business was underscored one morning as I was walking through the Cosmopolitan of Las Vegas hotel, where I spotted a door emblazoned with the Twitter logo guarded by a couple of folks wearing blue shirts. I ran into a Twitter public relations representative who offered to take me behind the door, where I found something breathtaking.

In the space of two huge hotel ballrooms, Twitter had created a theme-park-like miniature city, a members-only Twitter town that was realistic enough to be used as a film set. The Potemkin village had shops, restaurants, a sports bar, a theater and an outdoor park with fake grass. It was also quite peaceful; away from the crowds of the show floor, here was a nice park bench overlooking Pleasantville. I spotted Jack Dorsey, Twitter’s chief executive, in the corner of the town, looking at his phone.

Each “building” in Twitter Town was really a meeting room, the spokesman explained, in which Twitter’s advertising sales teams could show off the service’s potential as a marketing tool to brand advertisers and ad agencies. The whole setup was fantastically detailed: In the sports bar, for example, the TVs would be tuned to show off the brands that Twitter’s salespeople were meeting with.

Twitter wouldn’t tell me how much it spent setting up the town. But the company did say it got a lot done in Twitter Town. Sales people held more than 300 meetings in the span of four days there, the spokesman said. With its fake Paris and fake New York, much of the Las Vegas Strip is a gaudy simulacrum of the rest of the world, and Twitter’s city, like much of CES, was another deeper layer of fakery nested within the larger town. But if real business gets done there — if what happens in Vegas matters in the real world beyond — maybe CES isn’t so useless after all.",https://bits.blogs.nytimes.com/2016/01/09/a-tour-of-animatronic-tails-and-a-potemkin-village-at-international-ces/
