,current_week,day_of_week,visitors,encode_air_area_name
910,1,2,71,19
911,1,2,62,20
912,1,2,16,21
913,1,2,65,22
914,1,2,63,23
915,1,2,28,24
916,1,2,213,25
917,1,2,27,27
918,1,2,82,28
919,1,2,103,29
920,1,2,42,30
921,1,2,4,31
922,1,2,11,32
923,1,2,159,33
924,1,2,95,34
925,1,2,213,35
926,1,2,81,36
927,1,2,21,37
928,1,2,16,38
929,1,2,40,39
930,1,2,38,40
931,1,2,59,41
932,1,2,8,42
933,1,2,79,43
934,1,2,64,44
935,1,2,5,45
936,1,2,274,46
937,1,2,11,47
938,1,2,32,48
939,1,2,16,49
940,1,2,33,50
941,1,2,160,51
942,1,2,1,52
943,1,2,23,53
944,1,2,337,54
945,1,2,12,55
946,1,2,27,56
947,1,2,285,57
948,1,2,19,58
949,1,2,122,59
950,1,2,25,60
951,1,2,84,61
952,1,2,16,62
953,1,2,18,63
954,1,2,34,64
955,1,2,65,65
956,1,2,3,66
957,1,2,32,67
958,1,2,18,68
959,1,2,21,69
960,1,2,8,70
961,1,2,15,71
962,1,2,8,72
963,1,2,190,74
964,1,2,13,75
965,1,2,67,76
966,1,2,141,77
967,1,3,377,0
968,1,3,101,1
969,1,3,78,2
970,1,3,54,3
971,1,3,35,4
972,1,3,58,5
973,1,3,14,6
974,1,3,19,7
975,1,3,52,8
976,1,3,9,9
977,1,3,26,10
978,1,3,35,11
979,1,3,249,12
980,1,3,12,13
981,1,3,30,14
982,1,3,22,15
983,1,3,23,16
984,1,3,26,17
985,1,3,8,18
986,1,3,52,19
987,1,3,64,20
988,1,3,24,21
989,1,3,79,22
990,1,3,28,23
991,1,3,35,24
992,1,3,223,25
993,1,3,25,27
994,1,3,76,28
995,1,3,64,29
996,1,3,12,31
997,1,3,14,32
998,1,3,211,33
999,1,3,198,34
1000,1,3,209,35
1001,1,3,74,36
1002,1,3,9,37
1003,1,3,25,38
1004,1,3,30,39
1005,1,3,45,40
1006,1,3,74,41
1007,1,3,29,42
1008,1,3,78,43
1009,1,3,48,44
1010,1,3,7,45
1011,1,3,350,46
1012,1,3,16,47
1013,1,3,31,48
1014,1,3,1,49
1015,1,3,30,50
1016,1,3,116,51
1017,1,3,38,53
1018,1,3,300,54
1019,1,3,30,55
1020,1,3,36,56
1021,1,3,373,57
1022,1,3,9,58
1023,1,3,165,59
1024,1,3,26,60
1025,1,3,139,61
1026,1,3,19,62
1027,1,3,17,63
1028,1,3,23,64
1029,1,3,105,65
1030,1,3,17,66
1031,1,3,28,67
1032,1,3,16,68
1033,1,3,10,69
1034,1,3,13,70
1035,1,3,29,71
1036,1,3,6,72
1037,1,3,19,73
1038,1,3,157,74
1039,1,3,23,75
1040,1,3,33,76
1041,1,3,146,77
1042,2,5,483,0
1043,2,5,89,1
1044,2,5,92,2
1045,2,5,70,3
1046,2,5,13,4
1047,2,5,69,5
1048,2,5,6,6
1049,2,5,28,7
1050,2,5,56,8
1051,2,5,65,9
1052,2,5,35,10
1053,2,5,59,11
1054,2,5,309,12
1055,2,5,4,13
1056,2,5,46,14
1057,2,5,53,15
1058,2,5,31,16
1059,2,5,26,17
1060,2,5,21,18
1061,2,5,66,19
1062,2,5,130,20
1063,2,5,29,21
1064,2,5,84,22
1065,2,5,57,23
1066,2,5,45,24
1067,2,5,263,25
1068,2,5,7,26
1069,2,5,76,27
1070,2,5,108,28
1071,2,5,77,29
1072,2,5,17,30
1073,2,5,30,31
1074,2,5,5,32
1075,2,5,176,33
1076,2,5,181,34
1077,2,5,245,35
1078,2,5,92,36
1079,2,5,25,37
1080,2,5,28,38
1081,2,5,31,39
1082,2,5,56,40
1083,2,5,66,41
1084,2,5,16,42
1085,2,5,137,43
1086,2,5,77,44
1087,2,5,6,45
1088,2,5,445,46
1089,2,5,20,47
1090,2,5,58,48
1091,2,5,14,49
1092,2,5,29,50
1093,2,5,143,51
1094,2,5,12,52
1095,2,5,50,53
1096,2,5,416,54
1097,2,5,25,55
1098,2,5,51,56
1099,2,5,386,57
1100,2,5,22,58
1101,2,5,168,59
1102,2,5,15,60
1103,2,5,146,61
1104,2,5,30,62
1105,2,5,14,63
1106,2,5,21,64
1107,2,5,108,65
1108,2,5,3,66
1109,2,5,53,67
1110,2,5,7,68
1111,2,5,7,69
1112,2,5,24,70
1113,2,5,11,71
1114,2,5,26,72
1115,2,5,16,73
1116,2,5,191,74
1117,2,5,27,75
1118,2,5,106,76
1119,2,5,223,77
1120,2,1,724,0
1121,2,1,136,1
1122,2,1,100,2
1123,2,1,117,3
1124,2,1,51,4
1125,2,1,50,5
1126,2,1,9,6
1127,2,1,7,7
1128,2,1,35,8
1129,2,1,23,9
1130,2,1,12,11
1131,2,1,373,12
1132,2,1,10,13
1133,2,1,96,14
1134,2,1,70,15
1135,2,1,20,16
1136,2,1,36,17
1137,2,1,17,19
1138,2,1,156,20
1139,2,1,15,21
1140,2,1,120,22
1141,2,1,83,23
1142,2,1,78,24
1143,2,1,333,25
1144,2,1,3,26
1145,2,1,56,27
1146,2,1,155,28
1147,2,1,48,30
1148,2,1,26,31
1149,2,1,234,33
1150,2,1,225,34
1151,2,1,321,35
1152,2,1,58,36
1153,2,1,31,37
1154,2,1,34,39
1155,2,1,71,40
1156,2,1,62,41
1157,2,1,41,42
1158,2,1,106,43
1159,2,1,103,44
1160,2,1,2,45
1161,2,1,279,46
1162,2,1,13,47
1163,2,1,62,48
1164,2,1,33,49
1165,2,1,34,50
1166,2,1,177,51
1167,2,1,7,52
1168,2,1,95,53
1169,2,1,519,54
1170,2,1,15,55
1171,2,1,65,56
1172,2,1,572,57
1173,2,1,31,58
1174,2,1,156,59
1175,2,1,157,61
1176,2,1,40,62
1177,2,1,18,63
1178,2,1,102,65
1179,2,1,8,66
1180,2,1,50,67
1181,2,1,15,69
1182,2,1,5,70
1183,2,1,113,72
1184,2,1,36,73
1185,2,1,247,74
1186,2,1,1,75
1187,2,1,161,76
1188,2,1,218,77
1189,2,6,586,0
1190,2,6,117,1
1191,2,6,65,2
1192,2,6,33,3
1193,2,6,35,4
1194,2,6,94,5
1195,2,6,28,6
1196,2,6,34,7
1197,2,6,78,8
1198,2,6,72,9
1199,2,6,37,10
1200,2,6,70,11
1201,2,6,388,12
1202,2,6,20,13
1203,2,6,71,14
1204,2,6,144,15
1205,2,6,43,16
1206,2,6,48,17
1207,2,6,31,18
1208,2,6,80,19
1209,2,6,101,20
1210,2,6,32,21
1211,2,6,91,22
1212,2,6,103,23
1213,2,6,61,24
1214,2,6,249,25
1215,2,6,26,26
1216,2,6,71,27
1217,2,6,214,28
1218,2,6,87,29
1219,2,6,54,30
1220,2,6,44,31
1221,2,6,12,32
1222,2,6,166,33
1223,2,6,112,34
1224,2,6,92,35
1225,2,6,51,36
1226,2,6,55,37
1227,2,6,31,38
1228,2,6,52,39
1229,2,6,66,40
1230,2,6,5,41
1231,2,6,38,42
1232,2,6,146,43
1233,2,6,52,44
1234,2,6,7,45
1235,2,6,351,46
1236,2,6,14,47
1237,2,6,35,48
1238,2,6,15,49
1239,2,6,38,50
1240,2,6,232,51
1241,2,6,3,52
1242,2,6,94,53
1243,2,6,572,54
1244,2,6,16,55
1245,2,6,48,56
1246,2,6,565,57
1247,2,6,33,58
1248,2,6,235,59
1249,2,6,36,60
1250,2,6,184,61
1251,2,6,53,62
1252,2,6,28,63
1253,2,6,39,64
1254,2,6,132,65
1255,2,6,25,67
1256,2,6,24,68
1257,2,6,13,69
1258,2,6,16,70
1259,2,6,38,71
1260,2,6,84,72
1261,2,6,37,73
1262,2,6,234,74
1263,2,6,37,75
1264,2,6,104,76
1265,2,6,237,77
1266,2,7,398,0
1267,2,7,15,1
1268,2,7,11,2
1269,2,7,26,3
1270,2,7,50,4
1271,2,7,79,5
1272,2,7,25,6
1273,2,7,30,8
1274,2,7,20,9
1275,2,7,27,10
1276,2,7,24,11
1277,2,7,142,12
1278,2,7,8,13
1279,2,7,61,14
1280,2,7,49,15
1281,2,7,38,16
1282,2,7,30,17
1283,2,7,35,18
1284,2,7,56,19
1285,2,7,131,20
1286,2,7,21,21
1287,2,7,66,22
1288,2,7,95,23
1289,2,7,56,24
1290,2,7,107,25
1291,2,7,4,26
1292,2,7,36,27
1293,2,7,186,28
1294,2,7,89,29
1295,2,7,20,30
1296,2,7,36,31
1297,2,7,6,32
1298,2,7,66,33
1299,2,7,30,34
1300,2,7,38,35
1301,2,7,16,36
1302,2,7,45,37
1303,2,7,33,38
1304,2,7,29,39
1305,2,7,26,40
1306,2,7,40,41
1307,2,7,35,42
1308,2,7,141,43
1309,2,7,9,44
1310,2,7,1,45
1311,2,7,129,46
1312,2,7,14,47
1313,2,7,33,48
1314,2,7,19,49
1315,2,7,224,51
1316,2,7,4,52
1317,2,7,92,53
1318,2,7,447,54
1319,2,7,15,55
1320,2,7,238,57
1321,2,7,27,58
1322,2,7,234,59
1323,2,7,28,60
1324,2,7,83,61
1325,2,7,17,63
1326,2,7,27,64
1327,2,7,58,65
1328,2,7,11,67
1329,2,7,26,68
1330,2,7,34,69
1331,2,7,12,70
1332,2,7,93,71
1333,2,7,120,72
1334,2,7,25,73
1335,2,7,169,74
1336,2,7,11,75
1337,2,7,53,76
1338,2,7,190,77
1339,2,4,371,0
1340,2,4,103,1
1341,2,4,83,2
1342,2,4,49,3
1343,2,4,31,4
1344,2,4,59,5
1345,2,4,8,7
1346,2,4,43,8
1347,2,4,36,9
1348,2,4,12,10
1349,2,4,19,11
1350,2,4,228,12
1351,2,4,2,13
1352,2,4,7,14
1353,2,4,79,15
1354,2,4,19,16
1355,2,4,17,17
1356,2,4,24,18
1357,2,4,23,19
1358,2,4,92,20
