,Unnamed: 0,air_area_name,genre_name,visitors,current_week,latitude,longitude
29,29,Tōkyō-to Minato-ku Shibakōen,Japanese food,5032,29,35.6580681,139.7515992
30,30,Tōkyō-to Minato-ku Shibakōen,Japanese food,4832,30,35.6580681,139.7515992
31,31,Tōkyō-to Minato-ku Shibakōen,Japanese food,5712,31,35.6580681,139.7515992
32,32,Tōkyō-to Minato-ku Shibakōen,Japanese food,5941,32,35.6580681,139.7515992
33,33,Tōkyō-to Minato-ku Shibakōen,Japanese food,6229,33,35.6580681,139.7515992
34,34,Tōkyō-to Minato-ku Shibakōen,Japanese food,5677,34,35.6580681,139.7515992
35,35,Tōkyō-to Minato-ku Shibakōen,Japanese food,5054,35,35.6580681,139.7515992
36,36,Tōkyō-to Minato-ku Shibakōen,Japanese food,6632,36,35.6580681,139.7515992
37,37,Tōkyō-to Minato-ku Shibakōen,Japanese food,5631,37,35.6580681,139.7515992
38,38,Tōkyō-to Minato-ku Shibakōen,Japanese food,5705,38,35.6580681,139.7515992
39,39,Tōkyō-to Minato-ku Shibakōen,Japanese food,6508,39,35.6580681,139.7515992
40,40,Tōkyō-to Minato-ku Shibakōen,Japanese food,7143,40,35.6580681,139.7515992
41,41,Tōkyō-to Minato-ku Shibakōen,Japanese food,5960,41,35.6580681,139.7515992
42,42,Tōkyō-to Minato-ku Shibakōen,Japanese food,6523,42,35.6580681,139.7515992
43,43,Tōkyō-to Minato-ku Shibakōen,Japanese food,6729,43,35.6580681,139.7515992
44,44,Tōkyō-to Minato-ku Shibakōen,Japanese food,5939,44,35.6580681,139.7515992
45,45,Tōkyō-to Minato-ku Shibakōen,Japanese food,6794,45,35.6580681,139.7515992
46,46,Tōkyō-to Minato-ku Shibakōen,Japanese food,7004,46,35.6580681,139.7515992
47,47,Tōkyō-to Minato-ku Shibakōen,Japanese food,7917,47,35.6580681,139.7515992
48,48,Tōkyō-to Minato-ku Shibakōen,Japanese food,7952,48,35.6580681,139.7515992
49,49,Tōkyō-to Minato-ku Shibakōen,Japanese food,5554,49,35.6580681,139.7515992
50,50,Tōkyō-to Minato-ku Shibakōen,Japanese food,3137,50,35.6580681,139.7515992
51,51,Tōkyō-to Minato-ku Shibakōen,Japanese food,5654,51,35.6580681,139.7515992
52,52,Tōkyō-to Minato-ku Shibakōen,Japanese food,6404,52,35.6580681,139.7515992
53,53,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,175,0,35.62656829999999,139.7258581
54,54,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,178,1,35.62656829999999,139.7258581
55,55,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,121,2,35.62656829999999,139.7258581
56,56,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,146,3,35.62656829999999,139.7258581
57,57,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,175,4,35.62656829999999,139.7258581
58,58,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,158,5,35.62656829999999,139.7258581
59,59,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,174,6,35.62656829999999,139.7258581
60,60,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,141,7,35.62656829999999,139.7258581
61,61,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,160,8,35.62656829999999,139.7258581
62,62,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,89,9,35.62656829999999,139.7258581
63,63,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,131,10,35.62656829999999,139.7258581
64,64,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,141,11,35.62656829999999,139.7258581
65,65,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,139,12,35.62656829999999,139.7258581
66,66,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,128,13,35.62656829999999,139.7258581
67,67,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,161,14,35.62656829999999,139.7258581
68,68,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,156,15,35.62656829999999,139.7258581
69,69,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,127,16,35.62656829999999,139.7258581
70,70,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,151,17,35.62656829999999,139.7258581
71,71,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,136,18,35.62656829999999,139.7258581
72,72,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,127,19,35.62656829999999,139.7258581
73,73,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,121,20,35.62656829999999,139.7258581
74,74,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,130,21,35.62656829999999,139.7258581
75,75,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,135,22,35.62656829999999,139.7258581
76,76,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,134,23,35.62656829999999,139.7258581
77,77,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,146,24,35.62656829999999,139.7258581
78,78,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,114,25,35.62656829999999,139.7258581
79,79,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,91,26,35.62656829999999,139.7258581
80,80,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,108,27,35.62656829999999,139.7258581
81,81,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,105,28,35.62656829999999,139.7258581
82,82,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,109,29,35.62656829999999,139.7258581
83,83,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,89,30,35.62656829999999,139.7258581
84,84,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,120,31,35.62656829999999,139.7258581
85,85,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,108,32,35.62656829999999,139.7258581
86,86,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,93,33,35.62656829999999,139.7258581
87,87,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,123,34,35.62656829999999,139.7258581
88,88,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,94,35,35.62656829999999,139.7258581
89,89,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,127,36,35.62656829999999,139.7258581
90,90,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,108,37,35.62656829999999,139.7258581
91,91,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,97,38,35.62656829999999,139.7258581
92,92,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,107,39,35.62656829999999,139.7258581
93,93,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,121,40,35.62656829999999,139.7258581
94,94,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,102,41,35.62656829999999,139.7258581
95,95,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,72,42,35.62656829999999,139.7258581
96,96,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,119,43,35.62656829999999,139.7258581
97,97,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,115,44,35.62656829999999,139.7258581
98,98,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,99,45,35.62656829999999,139.7258581
99,99,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,124,46,35.62656829999999,139.7258581
100,100,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,116,47,35.62656829999999,139.7258581
101,101,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,109,48,35.62656829999999,139.7258581
102,102,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,53,49,35.62656829999999,139.7258581
103,103,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,44,50,35.62656829999999,139.7258581
104,104,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,77,51,35.62656829999999,139.7258581
105,105,Tōkyō-to Shinagawa-ku Higashigotanda,Izakaya,77,52,35.62656829999999,139.7258581
106,106,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,768,0,34.7108955,137.7259397
107,107,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,835,1,34.7108955,137.7259397
108,108,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,887,2,34.7108955,137.7259397
109,109,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,990,3,34.7108955,137.7259397
110,110,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,899,4,34.7108955,137.7259397
111,111,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,924,5,34.7108955,137.7259397
112,112,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,953,6,34.7108955,137.7259397
113,113,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,887,7,34.7108955,137.7259397
114,114,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1253,8,34.7108955,137.7259397
115,115,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1144,9,34.7108955,137.7259397
116,116,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1024,10,34.7108955,137.7259397
117,117,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,890,11,34.7108955,137.7259397
118,118,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,907,12,34.7108955,137.7259397
119,119,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,946,13,34.7108955,137.7259397
120,120,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1120,14,34.7108955,137.7259397
121,121,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1183,15,34.7108955,137.7259397
122,122,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,898,16,34.7108955,137.7259397
123,123,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,879,17,34.7108955,137.7259397
124,124,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,892,18,34.7108955,137.7259397
125,125,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,815,19,34.7108955,137.7259397
126,126,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,905,20,34.7108955,137.7259397
127,127,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,854,21,34.7108955,137.7259397
128,128,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,927,22,34.7108955,137.7259397
129,129,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1387,23,34.7108955,137.7259397
130,130,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1677,24,34.7108955,137.7259397
131,131,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1741,25,34.7108955,137.7259397
132,132,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1722,26,34.7108955,137.7259397
133,133,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1622,27,34.7108955,137.7259397
134,134,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1607,28,34.7108955,137.7259397
135,135,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2061,29,34.7108955,137.7259397
136,136,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1866,30,34.7108955,137.7259397
137,137,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1611,31,34.7108955,137.7259397
138,138,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1627,32,34.7108955,137.7259397
139,139,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1836,33,34.7108955,137.7259397
140,140,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1899,34,34.7108955,137.7259397
141,141,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1816,35,34.7108955,137.7259397
142,142,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1615,36,34.7108955,137.7259397
143,143,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1687,37,34.7108955,137.7259397
144,144,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1675,38,34.7108955,137.7259397
145,145,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1663,39,34.7108955,137.7259397
146,146,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1489,40,34.7108955,137.7259397
147,147,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1959,41,34.7108955,137.7259397
148,148,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1946,42,34.7108955,137.7259397
149,149,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2086,43,34.7108955,137.7259397
150,150,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2196,44,34.7108955,137.7259397
151,151,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1904,45,34.7108955,137.7259397
152,152,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2163,46,34.7108955,137.7259397
153,153,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2449,47,34.7108955,137.7259397
154,154,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2457,48,34.7108955,137.7259397
155,155,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2358,49,34.7108955,137.7259397
156,156,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2357,50,34.7108955,137.7259397
157,157,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1936,51,34.7108955,137.7259397
158,158,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1843,52,34.7108955,137.7259397
159,159,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2416,0,33.589215700000004,130.3928134
160,160,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2987,1,33.589215700000004,130.3928134
161,161,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3238,2,33.589215700000004,130.3928134
162,162,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3433,3,33.589215700000004,130.3928134
163,163,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3481,4,33.589215700000004,130.3928134
164,164,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3749,5,33.589215700000004,130.3928134
165,165,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3500,6,33.589215700000004,130.3928134
166,166,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3540,7,33.589215700000004,130.3928134
167,167,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4017,8,33.589215700000004,130.3928134
168,168,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4211,9,33.589215700000004,130.3928134
169,169,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3748,10,33.589215700000004,130.3928134
170,170,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3569,11,33.589215700000004,130.3928134
171,171,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3571,12,33.589215700000004,130.3928134
172,172,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3386,13,33.589215700000004,130.3928134
173,173,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4015,14,33.589215700000004,130.3928134
174,174,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4056,15,33.589215700000004,130.3928134
175,175,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2951,16,33.589215700000004,130.3928134
176,176,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3369,17,33.589215700000004,130.3928134
177,177,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3497,18,33.589215700000004,130.3928134
178,178,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3277,19,33.589215700000004,130.3928134
179,179,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3600,20,33.589215700000004,130.3928134
180,180,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3524,21,33.589215700000004,130.3928134
181,181,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3244,22,33.589215700000004,130.3928134
182,182,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,6335,23,33.589215700000004,130.3928134
183,183,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8523,24,33.589215700000004,130.3928134
184,184,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8494,25,33.589215700000004,130.3928134
185,185,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8592,26,33.589215700000004,130.3928134
186,186,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8734,27,33.589215700000004,130.3928134
187,187,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8137,28,33.589215700000004,130.3928134
188,188,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8346,29,33.589215700000004,130.3928134
189,189,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8198,30,33.589215700000004,130.3928134
190,190,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8844,31,33.589215700000004,130.3928134
191,191,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8619,32,33.589215700000004,130.3928134
192,192,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9236,33,33.589215700000004,130.3928134
193,193,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8704,34,33.589215700000004,130.3928134
194,194,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9005,35,33.589215700000004,130.3928134
195,195,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8332,36,33.589215700000004,130.3928134
196,196,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8469,37,33.589215700000004,130.3928134
197,197,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8593,38,33.589215700000004,130.3928134
198,198,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8204,39,33.589215700000004,130.3928134
199,199,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8319,40,33.589215700000004,130.3928134
200,200,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8740,41,33.589215700000004,130.3928134
201,201,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7857,42,33.589215700000004,130.3928134
202,202,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9198,43,33.589215700000004,130.3928134
203,203,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9100,44,33.589215700000004,130.3928134
204,204,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8931,45,33.589215700000004,130.3928134
205,205,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9388,46,33.589215700000004,130.3928134
206,206,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9653,47,33.589215700000004,130.3928134
207,207,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,10289,48,33.589215700000004,130.3928134
208,208,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7490,49,33.589215700000004,130.3928134
209,209,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7034,50,33.589215700000004,130.3928134
210,210,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7621,51,33.589215700000004,130.3928134
211,211,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8111,52,33.589215700000004,130.3928134
212,212,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,586,0,34.7202277,135.265455
213,213,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,567,1,34.7202277,135.265455
214,214,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,606,2,34.7202277,135.265455
215,215,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,595,3,34.7202277,135.265455
216,216,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,562,4,34.7202277,135.265455
217,217,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,476,5,34.7202277,135.265455
218,218,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,643,6,34.7202277,135.265455
219,219,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,540,7,34.7202277,135.265455
220,220,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,611,8,34.7202277,135.265455
221,221,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,565,9,34.7202277,135.265455
222,222,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,517,10,34.7202277,135.265455
223,223,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,631,11,34.7202277,135.265455
224,224,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,630,12,34.7202277,135.265455
225,225,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,632,13,34.7202277,135.265455
226,226,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,590,14,34.7202277,135.265455
227,227,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,736,15,34.7202277,135.265455
228,228,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,611,16,34.7202277,135.265455
229,229,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,594,17,34.7202277,135.265455
230,230,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,627,18,34.7202277,135.265455
231,231,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,563,19,34.7202277,135.265455
232,232,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,546,20,34.7202277,135.265455
233,233,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,632,21,34.7202277,135.265455
234,234,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,595,22,34.7202277,135.265455
235,235,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,895,23,34.7202277,135.265455
236,236,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1135,24,34.7202277,135.265455
237,237,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1173,25,34.7202277,135.265455
238,238,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1153,26,34.7202277,135.265455
239,239,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,960,27,34.7202277,135.265455
240,240,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1027,28,34.7202277,135.265455
241,241,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1003,29,34.7202277,135.265455
242,242,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,842,30,34.7202277,135.265455
243,243,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,869,31,34.7202277,135.265455
244,244,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,972,32,34.7202277,135.265455
245,245,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1044,33,34.7202277,135.265455
246,246,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1185,34,34.7202277,135.265455
247,247,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1043,35,34.7202277,135.265455
248,248,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1079,36,34.7202277,135.265455
249,249,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1161,37,34.7202277,135.265455
250,250,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1267,38,34.7202277,135.265455
251,251,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1159,39,34.7202277,135.265455
252,252,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1108,40,34.7202277,135.265455
253,253,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1363,41,34.7202277,135.265455
254,254,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1168,42,34.7202277,135.265455
255,255,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1151,43,34.7202277,135.265455
