,visit_date,air_area_name,air_genre_name,air_store_id,visitors,latitude,longitude,day_of_week,holiday_flg,visit_date2
21945,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,64,33.589215700000004,130.3928134,Monday,0,2016-01-04
21950,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,18,33.589215700000004,130.3928134,Monday,0,2016-01-04
21951,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,17,33.589215700000004,130.3928134,Monday,0,2016-01-04
21949,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,15,33.589215700000004,130.3928134,Monday,0,2016-01-04
21952,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,15,33.589215700000004,130.3928134,Monday,0,2016-01-04
21953,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,11,33.589215700000004,130.3928134,Monday,0,2016-01-04
21948,1/4/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,6,33.589215700000004,130.3928134,Monday,0,2016-01-04
22505,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,8,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22497,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,25,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22498,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,11,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22499,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,3,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22500,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,3,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22501,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,3,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22502,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,31,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22503,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,37,33.586993799999995,130.3948938,Tuesday,0,2016-01-05
22509,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,15,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22504,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,30,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22512,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,17,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22507,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,29,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22515,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,4,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22513,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,2,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22514,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,7,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22511,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,20,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22510,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,27,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22508,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,22,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
22506,1/5/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,8,33.589215700000004,130.3928134,Tuesday,0,2016-01-05
23345,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,26,33.586993799999995,130.3948938,Wednesday,0,2016-01-06
23344,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,47,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23343,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,12,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23346,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,41,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23340,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,28,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23339,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,41,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23347,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,1,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23342,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,2,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23349,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,15,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23341,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,7,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23351,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,19,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23352,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,13,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23353,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,15,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23354,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,15,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23355,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,13,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23348,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,10,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23356,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,2,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23357,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,17,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
23350,1/6/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,20,33.589215700000004,130.3928134,Wednesday,0,2016-01-06
24312,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,49,33.586993799999995,130.3948938,Thursday,0,2016-01-07
24311,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,43,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24310,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,5,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24309,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,5,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24316,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,14,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24307,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,2,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24306,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,30,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24313,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,43,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24308,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,12,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24314,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,7,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24315,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,12,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24320,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,4,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24322,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,14,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24326,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,4,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24325,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,9,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24324,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,11,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24323,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,20,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24327,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,15,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24321,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,18,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24319,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,18,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24318,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,17,33.589215700000004,130.3928134,Thursday,0,2016-01-07
24317,1/7/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,17,33.589215700000004,130.3928134,Thursday,0,2016-01-07
25314,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,17,33.586993799999995,130.3948938,Friday,0,2016-01-08
25313,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,31,33.589215700000004,130.3928134,Friday,0,2016-01-08
25306,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,47,33.589215700000004,130.3928134,Friday,0,2016-01-08
25312,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,14,33.589215700000004,130.3928134,Friday,0,2016-01-08
25315,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,30,33.589215700000004,130.3928134,Friday,0,2016-01-08
25310,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,10,33.589215700000004,130.3928134,Friday,0,2016-01-08
25309,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,31,33.589215700000004,130.3928134,Friday,0,2016-01-08
25308,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,15,33.589215700000004,130.3928134,Friday,0,2016-01-08
25307,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,12,33.589215700000004,130.3928134,Friday,0,2016-01-08
25311,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,9,33.589215700000004,130.3928134,Friday,0,2016-01-08
25316,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,13,33.589215700000004,130.3928134,Friday,0,2016-01-08
25323,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,4,33.589215700000004,130.3928134,Friday,0,2016-01-08
25318,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,24,33.589215700000004,130.3928134,Friday,0,2016-01-08
25320,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,16,33.589215700000004,130.3928134,Friday,0,2016-01-08
25321,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,18,33.589215700000004,130.3928134,Friday,0,2016-01-08
25322,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,10,33.589215700000004,130.3928134,Friday,0,2016-01-08
25324,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,12,33.589215700000004,130.3928134,Friday,0,2016-01-08
25325,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,6,33.589215700000004,130.3928134,Friday,0,2016-01-08
25326,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,4,33.589215700000004,130.3928134,Friday,0,2016-01-08
25327,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,6,33.589215700000004,130.3928134,Friday,0,2016-01-08
25328,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,31,33.589215700000004,130.3928134,Friday,0,2016-01-08
25319,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,27,33.589215700000004,130.3928134,Friday,0,2016-01-08
25317,1/8/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,9,33.589215700000004,130.3928134,Friday,0,2016-01-08
26203,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,42,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26201,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,52,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26200,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,45,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26195,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,13,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26198,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,2,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26197,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,29,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26196,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,39,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26202,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,38,33.586993799999995,130.3948938,Saturday,0,2016-01-09
26199,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,6,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26206,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,16,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26212,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,36,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26209,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,40,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26210,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,7,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26211,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,14,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26213,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,16,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26214,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,18,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26215,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,14,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26216,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,22,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26207,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,11,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26194,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,24,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26208,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,32,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26205,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,16,33.589215700000004,130.3928134,Saturday,0,2016-01-09
26204,1/9/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,27,33.589215700000004,130.3928134,Saturday,0,2016-01-09
203,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,42,33.589215700000004,130.3928134,Sunday,0,2016-01-10
212,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,23,33.589215700000004,130.3928134,Sunday,0,2016-01-10
213,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,14,33.589215700000004,130.3928134,Sunday,0,2016-01-10
202,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,58,33.586993799999995,130.3948938,Sunday,0,2016-01-10
214,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,13,33.589215700000004,130.3928134,Sunday,0,2016-01-10
215,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,27,33.589215700000004,130.3928134,Sunday,0,2016-01-10
216,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,55,33.589215700000004,130.3928134,Sunday,0,2016-01-10
207,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,15,33.589215700000004,130.3928134,Sunday,0,2016-01-10
198,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,37,33.589215700000004,130.3928134,Sunday,0,2016-01-10
197,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,37,33.589215700000004,130.3928134,Sunday,0,2016-01-10
196,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,23,33.589215700000004,130.3928134,Sunday,0,2016-01-10
205,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,37,33.589215700000004,130.3928134,Sunday,0,2016-01-10
204,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,15,33.589215700000004,130.3928134,Sunday,0,2016-01-10
208,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_05c325d315cc17f5,6,33.589215700000004,130.3928134,Sunday,0,2016-01-10
206,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,6,33.589215700000004,130.3928134,Sunday,0,2016-01-10
209,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,5,33.589215700000004,130.3928134,Sunday,0,2016-01-10
210,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,10,33.589215700000004,130.3928134,Sunday,0,2016-01-10
200,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,34,33.589215700000004,130.3928134,Sunday,0,2016-01-10
199,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,20,33.589215700000004,130.3928134,Sunday,0,2016-01-10
195,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,29,33.589215700000004,130.3928134,Sunday,0,2016-01-10
201,1/10/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,42,33.589215700000004,130.3928134,Sunday,0,2016-01-10
