,visit_date,air_area_name,air_genre_name,air_store_id,visitors,latitude,longitude,day_of_week,holiday_flg
456,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,7,33.589215700000004,130.3928134,Tuesday,0
449,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,28,33.589215700000004,130.3928134,Tuesday,0
450,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,12,33.589215700000004,130.3928134,Tuesday,0
451,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,12,33.589215700000004,130.3928134,Tuesday,0
452,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_049f6d5b402a31b2,3,33.589215700000004,130.3928134,Tuesday,0
453,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_f6cdaf7b7fdc6d78,4,33.589215700000004,130.3928134,Tuesday,0
454,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_3aa839e8e0cb6c87,25,33.589215700000004,130.3928134,Tuesday,0
455,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_1dea9815ccd36620,9,33.589215700000004,130.3928134,Tuesday,0
457,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,13,33.589215700000004,130.3928134,Tuesday,0
462,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_9bf0ccac497c4af3,40,33.589215700000004,130.3928134,Tuesday,0
459,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,1,33.589215700000004,130.3928134,Tuesday,0
460,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_dbf64f1ce38c7442,11,33.589215700000004,130.3928134,Tuesday,0
461,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_a7404a854919e990,6,33.589215700000004,130.3928134,Tuesday,0
463,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,3,33.589215700000004,130.3928134,Tuesday,0
464,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_105a7954e32dba9b,49,33.586993799999995,130.3948938,Tuesday,0
465,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,38,33.589215700000004,130.3928134,Tuesday,0
466,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Yakiniku/Korean food,air_42d41eb58cad170e,4,33.589215700000004,130.3928134,Tuesday,0
467,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_5a9a6cbeeb434c08,10,33.589215700000004,130.3928134,Tuesday,0
446,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,19,33.589215700000004,130.3928134,Tuesday,0
458,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_0585011fa179bcce,1,33.589215700000004,130.3928134,Tuesday,0
445,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,1,33.589215700000004,130.3928134,Tuesday,0
448,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eca5e0064dc9314a,16,33.589215700000004,130.3928134,Tuesday,0
443,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,4,33.589215700000004,130.3928134,Tuesday,0
422,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,33,33.589215700000004,130.3928134,Tuesday,0
423,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_929d8513e3cdb423,5,33.589215700000004,130.3928134,Tuesday,0
424,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,4,33.589215700000004,130.3928134,Tuesday,0
425,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_b2a639cc7e02edf1,6,33.589215700000004,130.3928134,Tuesday,0
426,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,28,33.589215700000004,130.3928134,Tuesday,0
427,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_ef47430bcd6f6a89,7,33.589215700000004,130.3928134,Tuesday,0
428,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_38746ffe9aa20c7e,9,33.589215700000004,130.3928134,Tuesday,0
444,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_e2208a79e2678432,36,33.589215700000004,130.3928134,Tuesday,0
430,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Yakiniku/Korean food,air_c2626f5f86d57342,30,33.589215700000004,130.3928134,Tuesday,0
431,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,1,33.589215700000004,130.3928134,Tuesday,0
432,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_4579cb0669fd411b,26,33.589215700000004,130.3928134,Tuesday,0
429,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,9,33.589215700000004,130.3928134,Tuesday,0
434,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Yakiniku/Korean food,air_f180301886c21375,13,33.589215700000004,130.3928134,Tuesday,0
433,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,6,33.589215700000004,130.3928134,Tuesday,0
441,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_ad13e71e21235131,2,33.589215700000004,130.3928134,Tuesday,0
440,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,1,33.589215700000004,130.3928134,Tuesday,0
439,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,10,33.586993799999995,130.3948938,Tuesday,0
442,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_5878b6f2a9da12c1,4,33.589215700000004,130.3928134,Tuesday,0
437,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_349278fa964bb12f,8,33.589215700000004,130.3928134,Tuesday,0
436,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_7bda6048a4a78837,27,33.589215700000004,130.3928134,Tuesday,0
435,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c77ee2b7d36da265,36,33.589215700000004,130.3928134,Tuesday,0
438,1/10/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,35,33.589215700000004,130.3928134,Tuesday,0
1101,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,36,33.589215700000004,130.3928134,Monday,1
1100,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,9,33.589215700000004,130.3928134,Monday,1
1099,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,10,33.589215700000004,130.3928134,Monday,1
1098,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,26,33.589215700000004,130.3928134,Monday,1
1097,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,6,33.589215700000004,130.3928134,Monday,1
1096,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,16,33.589215700000004,130.3928134,Monday,1
1095,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,14,33.589215700000004,130.3928134,Monday,1
1094,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,26,33.589215700000004,130.3928134,Monday,1
1092,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,21,33.589215700000004,130.3928134,Monday,1
1093,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,17,33.589215700000004,130.3928134,Monday,1
1090,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,31,33.589215700000004,130.3928134,Monday,1
1089,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,39,33.586993799999995,130.3948938,Monday,1
1088,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,25,33.589215700000004,130.3928134,Monday,1
1087,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,25,33.589215700000004,130.3928134,Monday,1
1086,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,30,33.589215700000004,130.3928134,Monday,1
1085,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,35,33.589215700000004,130.3928134,Monday,1
1084,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,15,33.589215700000004,130.3928134,Monday,1
1083,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,25,33.589215700000004,130.3928134,Monday,1
1091,1/11/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_901925b628677c2e,26,33.589215700000004,130.3928134,Monday,1
1324,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_f6cdaf7b7fdc6d78,11,33.589215700000004,130.3928134,Wednesday,0
1322,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_049f6d5b402a31b2,3,33.589215700000004,130.3928134,Wednesday,0
1321,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,7,33.589215700000004,130.3928134,Wednesday,0
1320,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_16cf0a73233896de,7,33.589215700000004,130.3928134,Wednesday,0
1316,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_4b251b9f8373f1ae,14,33.589215700000004,130.3928134,Wednesday,0
1318,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_602ca92c0db34f8f,14,33.589215700000004,130.3928134,Wednesday,0
1317,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eca5e0064dc9314a,41,33.589215700000004,130.3928134,Wednesday,0
1325,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_3aa839e8e0cb6c87,19,33.589215700000004,130.3928134,Wednesday,0
1315,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,4,33.589215700000004,130.3928134,Wednesday,0
1314,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_e2208a79e2678432,40,33.589215700000004,130.3928134,Wednesday,0
1319,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,28,33.589215700000004,130.3928134,Wednesday,0
1326,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_fdcfef8bd859f650,5,33.589215700000004,130.3928134,Wednesday,0
1330,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,6,33.589215700000004,130.3928134,Wednesday,0
1328,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,17,33.589215700000004,130.3928134,Wednesday,0
1329,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_0585011fa179bcce,7,33.589215700000004,130.3928134,Wednesday,0
1331,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_dbf64f1ce38c7442,16,33.589215700000004,130.3928134,Wednesday,0
1332,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_ac7a7427c9ae12a5,32,33.589215700000004,130.3928134,Wednesday,0
1333,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Other,air_eb5788dba285e725,23,33.589215700000004,130.3928134,Wednesday,0
1334,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_a7404a854919e990,3,33.589215700000004,130.3928134,Wednesday,0
1335,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,2,33.589215700000004,130.3928134,Wednesday,0
1336,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_105a7954e32dba9b,54,33.586993799999995,130.3948938,Wednesday,0
1337,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,45,33.589215700000004,130.3928134,Wednesday,0
1338,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_5a9a6cbeeb434c08,28,33.589215700000004,130.3928134,Wednesday,0
1313,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,2,33.589215700000004,130.3928134,Wednesday,0
1327,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,17,33.589215700000004,130.3928134,Wednesday,0
1312,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_5878b6f2a9da12c1,8,33.589215700000004,130.3928134,Wednesday,0
1323,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_9e920b758503ef54,11,33.589215700000004,130.3928134,Wednesday,0
1310,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_9828505fefc77d75,10,33.589215700000004,130.3928134,Wednesday,0
1285,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,38,33.589215700000004,130.3928134,Wednesday,0
1286,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_a88ac559064dec08,9,33.589215700000004,130.3928134,Wednesday,0
1287,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_25c583983246b7b0,3,33.589215700000004,130.3928134,Wednesday,0
1288,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_af63df35857b16e6,5,33.589215700000004,130.3928134,Wednesday,0
1289,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_929d8513e3cdb423,4,33.589215700000004,130.3928134,Wednesday,0
1290,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_df9355c47c5df9d3,15,33.589215700000004,130.3928134,Wednesday,0
1291,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,2,33.589215700000004,130.3928134,Wednesday,0
1292,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_3c938075889fc059,14,33.589215700000004,130.3928134,Wednesday,0
1293,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_b2a639cc7e02edf1,2,33.589215700000004,130.3928134,Wednesday,0
1295,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_38746ffe9aa20c7e,1,33.589215700000004,130.3928134,Wednesday,0
1296,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,12,33.589215700000004,130.3928134,Wednesday,0
1297,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Yakiniku/Korean food,air_c2626f5f86d57342,5,33.589215700000004,130.3928134,Wednesday,0
1294,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,24,33.589215700000004,130.3928134,Wednesday,0
1299,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_4579cb0669fd411b,10,33.589215700000004,130.3928134,Wednesday,0
1309,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,20,33.589215700000004,130.3928134,Wednesday,0
1308,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,7,33.586993799999995,130.3948938,Wednesday,0
1298,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,2,33.589215700000004,130.3928134,Wednesday,0
1306,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_349278fa964bb12f,18,33.589215700000004,130.3928134,Wednesday,0
1305,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_0ead98dd07e7a82a,2,33.589215700000004,130.3928134,Wednesday,0
1304,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_7bda6048a4a78837,35,33.589215700000004,130.3928134,Wednesday,0
1307,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,30,33.589215700000004,130.3928134,Wednesday,0
1302,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Yakiniku/Korean food,air_f180301886c21375,33,33.589215700000004,130.3928134,Wednesday,0
1301,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,13,33.589215700000004,130.3928134,Wednesday,0
1300,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_63a750d8b4b6a976,22,33.589215700000004,130.3928134,Wednesday,0
1303,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c77ee2b7d36da265,41,33.589215700000004,130.3928134,Wednesday,0
1311,1/11/2017,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_ad13e71e21235131,16,33.589215700000004,130.3928134,Wednesday,0
1989,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_c9f6de13be8b8f25,1,33.589215700000004,130.3928134,Tuesday,0
1997,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Izakaya,air_cb7467aed805e7fe,54,33.589215700000004,130.3928134,Tuesday,0
1996,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_6c91a28278a16f64,14,33.589215700000004,130.3928134,Tuesday,0
1995,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_d138b593ebda55cc,2,33.589215700000004,130.3928134,Tuesday,0
1994,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c31472d14e29cee8,4,33.589215700000004,130.3928134,Tuesday,0
1993,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_c9ed65554b6edffb,13,33.589215700000004,130.3928134,Tuesday,0
1992,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_1ae94f514a0bce13,18,33.589215700000004,130.3928134,Tuesday,0
1991,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Creative cuisine,air_bdd32aa407c16335,4,33.589215700000004,130.3928134,Tuesday,0
1990,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_27e991812b0d9c92,16,33.589215700000004,130.3928134,Tuesday,0
1988,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_a1fe8c588c8d2f30,8,33.589215700000004,130.3928134,Tuesday,0
1986,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_e57dd6884595f60d,22,33.589215700000004,130.3928134,Tuesday,0
1985,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_63b13c56b7201bd9,12,33.586993799999995,130.3948938,Tuesday,0
1984,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,air_eb120e6d384a17a8,37,33.589215700000004,130.3928134,Tuesday,0
1983,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Bar/Cocktail,air_abf06fcca748dca5,14,33.589215700000004,130.3928134,Tuesday,0
1982,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Japanese food,air_c8a657c8c5c93d69,13,33.589215700000004,130.3928134,Tuesday,0
1981,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_638c35eb25e53eea,15,33.589215700000004,130.3928134,Tuesday,0
1980,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_fe22ef5a9cbef123,11,33.589215700000004,130.3928134,Tuesday,0
1979,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Dining bar,air_1e665503b8474c55,11,33.589215700000004,130.3928134,Tuesday,0
1978,1/12/2016,Fukuoka-ken Fukuoka-shi Daimyō,Italian/French,air_9438d67241c81314,33,33.589215700000004,130.3928134,Tuesday,0
