,air_area_name,genre_name,visitors,current_week,latitude,longitude
143,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1687,37,34.7108955,137.7259397
144,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1675,38,34.7108955,137.7259397
145,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1663,39,34.7108955,137.7259397
146,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1489,40,34.7108955,137.7259397
147,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1959,41,34.7108955,137.7259397
148,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1946,42,34.7108955,137.7259397
149,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2086,43,34.7108955,137.7259397
150,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2196,44,34.7108955,137.7259397
151,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1904,45,34.7108955,137.7259397
152,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2163,46,34.7108955,137.7259397
153,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2449,47,34.7108955,137.7259397
154,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2457,48,34.7108955,137.7259397
155,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2358,49,34.7108955,137.7259397
156,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,2357,50,34.7108955,137.7259397
157,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1936,51,34.7108955,137.7259397
158,Shizuoka-ken Hamamatsu-shi Motoshirochō,Italian/French,1843,52,34.7108955,137.7259397
159,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2416,0,33.589215700000004,130.3928134
160,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2987,1,33.589215700000004,130.3928134
161,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3238,2,33.589215700000004,130.3928134
162,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3433,3,33.589215700000004,130.3928134
163,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3481,4,33.589215700000004,130.3928134
164,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3749,5,33.589215700000004,130.3928134
165,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3500,6,33.589215700000004,130.3928134
166,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3540,7,33.589215700000004,130.3928134
167,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4017,8,33.589215700000004,130.3928134
168,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4211,9,33.589215700000004,130.3928134
169,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3748,10,33.589215700000004,130.3928134
170,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3569,11,33.589215700000004,130.3928134
171,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3571,12,33.589215700000004,130.3928134
172,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3386,13,33.589215700000004,130.3928134
173,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4015,14,33.589215700000004,130.3928134
174,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,4056,15,33.589215700000004,130.3928134
175,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,2951,16,33.589215700000004,130.3928134
176,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3369,17,33.589215700000004,130.3928134
177,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3497,18,33.589215700000004,130.3928134
178,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3277,19,33.589215700000004,130.3928134
179,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3600,20,33.589215700000004,130.3928134
180,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3524,21,33.589215700000004,130.3928134
181,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,3244,22,33.589215700000004,130.3928134
182,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,6335,23,33.589215700000004,130.3928134
183,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8523,24,33.589215700000004,130.3928134
184,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8494,25,33.589215700000004,130.3928134
185,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8592,26,33.589215700000004,130.3928134
186,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8734,27,33.589215700000004,130.3928134
187,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8137,28,33.589215700000004,130.3928134
188,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8346,29,33.589215700000004,130.3928134
189,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8198,30,33.589215700000004,130.3928134
190,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8844,31,33.589215700000004,130.3928134
191,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8619,32,33.589215700000004,130.3928134
192,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9236,33,33.589215700000004,130.3928134
193,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8704,34,33.589215700000004,130.3928134
194,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9005,35,33.589215700000004,130.3928134
195,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8332,36,33.589215700000004,130.3928134
196,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8469,37,33.589215700000004,130.3928134
197,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8593,38,33.589215700000004,130.3928134
198,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8204,39,33.589215700000004,130.3928134
199,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8319,40,33.589215700000004,130.3928134
200,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8740,41,33.589215700000004,130.3928134
201,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7857,42,33.589215700000004,130.3928134
202,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9198,43,33.589215700000004,130.3928134
203,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9100,44,33.589215700000004,130.3928134
204,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8931,45,33.589215700000004,130.3928134
205,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9388,46,33.589215700000004,130.3928134
206,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,9653,47,33.589215700000004,130.3928134
207,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,10289,48,33.589215700000004,130.3928134
208,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7490,49,33.589215700000004,130.3928134
209,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7034,50,33.589215700000004,130.3928134
210,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,7621,51,33.589215700000004,130.3928134
211,Fukuoka-ken Fukuoka-shi Daimyō,Cafe/Sweets,8111,52,33.589215700000004,130.3928134
212,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,586,0,34.7202277,135.265455
213,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,567,1,34.7202277,135.265455
214,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,606,2,34.7202277,135.265455
215,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,595,3,34.7202277,135.265455
216,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,562,4,34.7202277,135.265455
217,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,476,5,34.7202277,135.265455
218,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,643,6,34.7202277,135.265455
219,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,540,7,34.7202277,135.265455
220,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,611,8,34.7202277,135.265455
221,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,565,9,34.7202277,135.265455
222,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,517,10,34.7202277,135.265455
223,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,631,11,34.7202277,135.265455
224,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,630,12,34.7202277,135.265455
225,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,632,13,34.7202277,135.265455
226,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,590,14,34.7202277,135.265455
227,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,736,15,34.7202277,135.265455
228,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,611,16,34.7202277,135.265455
229,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,594,17,34.7202277,135.265455
230,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,627,18,34.7202277,135.265455
231,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,563,19,34.7202277,135.265455
232,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,546,20,34.7202277,135.265455
233,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,632,21,34.7202277,135.265455
234,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,595,22,34.7202277,135.265455
235,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,895,23,34.7202277,135.265455
236,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1135,24,34.7202277,135.265455
237,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1173,25,34.7202277,135.265455
238,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1153,26,34.7202277,135.265455
239,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,960,27,34.7202277,135.265455
240,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1027,28,34.7202277,135.265455
241,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1003,29,34.7202277,135.265455
242,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,842,30,34.7202277,135.265455
243,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,869,31,34.7202277,135.265455
244,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,972,32,34.7202277,135.265455
245,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1044,33,34.7202277,135.265455
246,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1185,34,34.7202277,135.265455
247,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1043,35,34.7202277,135.265455
248,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1079,36,34.7202277,135.265455
249,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1161,37,34.7202277,135.265455
250,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1267,38,34.7202277,135.265455
251,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1159,39,34.7202277,135.265455
252,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1108,40,34.7202277,135.265455
253,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1363,41,34.7202277,135.265455
254,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1168,42,34.7202277,135.265455
255,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1151,43,34.7202277,135.265455
256,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1095,44,34.7202277,135.265455
257,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1072,45,34.7202277,135.265455
258,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1136,46,34.7202277,135.265455
259,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1076,47,34.7202277,135.265455
260,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,1158,48,34.7202277,135.265455
261,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,831,49,34.7202277,135.265455
262,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,580,50,34.7202277,135.265455
263,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,836,51,34.7202277,135.265455
264,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Cafe/Sweets,971,52,34.7202277,135.265455
